date,hour,org
2024-12-03,21,452105
2024-12-03,21,442755
2024-12-03,21,453582
2024-12-03,21,29726
2024-12-03,21,446927
2024-12-03,21,452025
2024-12-03,21,442791
2024-12-03,21,455341
2024-12-03,21,455477
2024-12-03,21,442548
2024-12-03,21,453076
2024-12-03,21,454699
2024-12-03,21,447969
2024-12-03,21,452481
2024-12-03,21,452936
2024-12-03,21,452187
2024-12-03,21,454455
2024-12-03,23,455836
2024-12-03,23,314371
2024-12-03,23,447454
2024-12-03,23,439328
2024-12-03,23,449950
2024-12-03,23,451147
2024-12-03,23,421
2024-12-03,23,449770
2024-12-03,23,1437
2024-12-03,23,452717
2024-12-03,23,445517
2024-12-03,23,443606
2024-12-03,23,437263
2024-12-03,23,455775
2024-12-03,23,446256
2024-12-03,23,450681
2024-12-03,23,455153
2024-12-03,23,452073
2024-12-03,23,442791
2024-12-03,22,452915
2024-12-03,22,314371
2024-12-03,22,430170
2024-12-03,22,447209
2024-12-03,22,438489
2024-12-03,22,438503
2024-12-03,22,450681
2024-12-03,22,449446
2024-12-03,22,442539
2024-12-03,22,450470
2024-12-03,22,455186
2024-12-03,23,455341
2024-12-03,23,454853
2024-12-03,22,29726
2024-12-03,22,452717
2024-12-03,22,446987
2024-12-03,22,444007
2024-12-03,22,453582
2024-12-03,22,452949
2024-12-03,22,443728
2024-12-03,22,449950
2024-12-03,22,436268
2024-12-03,22,450208
2024-12-03,22,451607
2024-12-03,22,455836
2024-12-03,22,438341
2024-12-03,22,1350
2024-12-03,22,452901
2024-12-03,22,455924
2024-12-03,22,455775
2024-12-03,22,433162
2024-12-03,22,444851
2024-12-03,22,452025
2024-12-03,22,445739
2024-12-03,22,442100
2024-12-03,22,451893
2024-12-03,22,453076
2024-12-03,12,457
2024-12-03,12,452978
2024-12-03,12,447085
2024-12-03,12,452884
2024-12-03,12,452322
2024-12-03,12,347139
2024-12-03,12,446711
2024-12-03,12,451591
2024-12-03,12,436244
2024-12-03,12,349187
2024-12-03,12,455799
2024-12-03,12,449265
2024-12-03,12,449544
2024-12-03,12,443835
2024-12-03,12,444930
2024-12-03,12,456126
2024-12-03,12,643
2024-12-03,12,444980
2024-12-03,12,453514
2024-12-03,12,452904
2024-12-03,12,454062
2024-12-03,12,450992
2024-12-03,12,453746
2024-12-03,12,428086
2024-12-03,12,455218
2024-12-03,12,453990
2024-12-03,12,449462
2024-12-03,12,454178
2024-12-03,12,451434
2024-12-03,12,447172
2024-12-03,12,446106
2024-12-03,12,734
2024-12-03,12,438484
2024-12-03,12,448839
2024-12-03,12,185347
2024-12-03,12,450897
2024-12-03,12,452096
2024-12-03,12,442437
2024-12-03,12,455287
2024-12-03,12,454734
2024-12-03,12,449984
2024-12-03,12,455701
2024-12-03,12,447481
2024-12-03,12,454837
2024-12-03,12,454521
2024-12-03,12,448877
2024-12-03,12,453905
2024-12-03,12,451559
2024-12-03,12,452990
2024-12-03,12,447802
2024-12-03,12,454941
2024-12-03,12,444240
2024-12-03,12,445658
2024-12-03,12,443135
2024-12-03,12,443541
2024-12-03,12,451911
2024-12-03,12,454786
2024-12-03,12,443989
2024-12-03,12,428047
2024-12-03,12,452793
2024-12-03,12,451161
2024-12-03,12,452647
2024-12-03,12,449531
2024-12-03,12,452503
2024-12-03,12,455274
2024-12-03,12,451395
2024-12-03,12,450242
2024-12-03,12,8124
2024-12-03,12,451086
2024-12-03,12,454873
2024-12-03,12,452438
2024-12-03,12,449329
2024-12-03,12,442739
2024-12-03,12,1519
2024-12-03,12,446076
2024-12-03,12,442017
2024-12-03,12,448126
2024-12-03,12,31736
2024-12-03,12,398342
2024-12-03,13,452632
2024-12-03,13,446711
2024-12-03,13,457
2024-12-03,13,449544
2024-12-03,13,448839
2024-12-03,13,452793
2024-12-03,13,447214
2024-12-03,13,453650
2024-12-03,13,444124
2024-12-03,13,452620
2024-12-03,13,438495
2024-12-03,13,444382
2024-12-03,13,377
2024-12-03,13,441463
2024-12-03,13,453674
2024-12-03,13,454837
2024-12-03,13,450238
2024-12-03,13,448681
2024-12-03,13,451591
2024-12-03,13,452257
2024-12-03,13,427030
2024-12-03,13,455218
2024-12-03,13,455287
2024-12-03,13,448877
2024-12-03,13,450992
2024-12-03,13,443197
2024-12-03,13,455701
2024-12-03,13,451872
2024-12-03,13,454786
2024-12-03,13,454873
2024-12-03,13,451517
2024-12-03,13,453277
2024-12-03,13,447318
2024-12-03,13,451086
2024-12-03,13,442976
2024-12-03,13,449531
2024-12-03,13,452096
2024-12-03,13,446106
2024-12-03,13,454521
2024-12-03,13,442437
2024-12-03,13,451559
2024-12-03,13,448956
2024-12-03,13,451161
2024-12-03,13,453120
2024-12-03,13,455674
2024-12-03,13,37880
2024-12-03,13,442926
2024-12-03,13,449984
2024-12-03,13,988
2024-12-03,13,449914
2024-12-03,13,453514
2024-12-03,13,428086
2024-12-03,13,445956
2024-12-03,13,449372
2024-12-03,13,448764
2024-12-03,13,454062
2024-12-03,13,443211
2024-12-03,13,452518
2024-12-03,13,34809
2024-12-03,13,453373
2024-12-03,13,448126
2024-12-03,13,450363
2024-12-03,13,443541
2024-12-03,13,443135
2024-12-03,13,428047
2024-12-03,13,452647
2024-12-03,13,880
2024-12-03,14,452978
2024-12-03,14,448681
2024-12-03,14,446711
2024-12-03,14,449755
2024-12-03,14,449462
2024-12-03,14,880
2024-12-03,14,452089
2024-12-03,14,451591
2024-12-03,14,442437
2024-12-03,14,31736
2024-12-03,14,453862
2024-12-03,14,452691
2024-12-03,14,398342
2024-12-03,14,450363
2024-12-03,14,185347
2024-12-03,14,454546
2024-12-03,14,734
2024-12-03,14,454786
2024-12-03,14,452610
2024-12-03,14,452647
2024-12-03,14,455674
2024-12-03,14,450669
2024-12-03,14,456126
2024-12-03,14,444266
2024-12-03,14,453514
2024-12-03,14,444930
2024-12-03,14,455077
2024-12-03,14,438484
2024-12-03,14,451395
2024-12-03,14,447318
2024-12-03,14,449544
2024-12-03,14,443989
2024-12-03,14,1519
2024-12-03,14,455520
2024-12-03,14,438495
2024-12-03,14,446787
2024-12-03,14,445557
2024-12-03,14,454941
2024-12-03,14,452096
2024-12-03,14,451746
2024-12-03,13,349187
2024-12-03,13,443835
2024-12-03,13,452007
2024-12-03,13,442739
2024-12-03,13,31736
2024-12-03,13,445003
2024-12-03,13,449736
2024-12-03,13,445758
2024-12-03,13,447172
2024-12-03,13,452691
2024-12-03,13,8124
2024-12-03,13,8153
2024-12-03,14,452793
2024-12-03,14,447726
2024-12-03,14,452620
2024-12-03,14,448839
2024-12-03,14,452438
2024-12-03,14,347139
2024-12-03,14,450992
2024-12-03,14,445956
2024-12-03,14,442017
2024-12-03,14,443240
2024-12-03,14,451559
2024-12-03,14,455701
2024-12-03,14,145411
2024-12-03,14,444256
2024-12-03,14,452257
2024-12-03,14,452990
2024-12-03,14,34809
2024-12-03,14,428086
2024-12-03,14,446106
2024-12-03,14,453625
2024-12-03,14,448126
2024-12-03,14,447792
2024-12-03,14,443197
2024-12-03,14,37880
2024-12-03,14,449329
2024-12-03,14,447172
2024-12-03,14,456156
2024-12-03,14,452160
2024-12-03,14,438353
2024-12-03,14,436244
2024-12-03,14,437283
2024-12-03,14,455218
2024-12-03,14,453849
2024-12-03,14,445758
2024-12-03,14,455533
2024-12-03,14,451517
2024-12-03,14,8124
2024-12-03,14,377
2024-12-03,14,448877
2024-12-03,14,455287
2024-12-03,14,443664
2024-12-03,14,449984
2024-12-03,14,443541
2024-12-03,14,455274
2024-12-03,14,449468
2024-12-03,14,451161
2024-12-03,14,447765
2024-12-03,14,451608
2024-12-03,14,428047
2024-12-03,14,443495
2024-12-03,15,452136
2024-12-03,15,450897
2024-12-03,15,442486
2024-12-03,15,347139
2024-12-03,15,454521
2024-12-03,15,452620
2024-12-03,15,433162
2024-12-03,15,446711
2024-12-03,15,452533
2024-12-03,15,145411
2024-12-03,15,453650
2024-12-03,15,449544
2024-12-03,15,452793
2024-12-03,15,377
2024-12-03,15,31736
2024-12-03,15,453855
2024-12-03,15,452691
2024-12-03,15,8124
2024-12-03,15,451559
2024-12-03,15,451161
2024-12-03,15,452865
2024-12-03,15,447318
2024-12-03,15,455077
2024-12-03,15,455274
2024-12-03,15,442437
2024-12-03,15,449755
2024-12-03,15,428047
2024-12-03,15,8153
2024-12-03,15,452089
2024-12-03,15,454941
2024-12-03,15,444987
2024-12-03,15,444721
2024-12-03,15,453514
2024-12-03,15,447172
2024-12-03,15,455287
2024-12-03,15,454062
2024-12-03,15,453746
2024-12-03,15,454993
2024-12-03,15,444382
2024-12-03,15,1519
2024-12-03,15,451591
2024-12-03,15,447792
2024-12-03,15,448681
2024-12-03,15,449914
2024-12-03,15,441784
2024-12-03,15,454873
2024-12-03,15,454772
2024-12-03,15,438405
2024-12-03,15,443989
2024-12-03,15,451111
2024-12-03,15,349187
2024-12-03,15,453905
2024-12-03,15,448732
2024-12-03,15,448764
2024-12-03,15,443236
2024-12-03,15,445816
2024-12-03,15,445758
2024-12-03,15,447765
2024-12-03,15,453776
2024-12-03,15,91139
2024-12-03,15,449890
2024-12-03,15,447674
2024-12-03,15,447802
2024-12-03,15,453625
2024-12-03,15,448877
2024-12-03,15,452160
2024-12-03,15,444429
2024-12-03,15,452322
2024-12-03,15,452647
2024-12-03,15,428086
2024-12-03,14,445267
2024-12-03,14,444382
2024-12-03,14,442739
2024-12-03,14,449914
2024-12-03,14,349187
2024-12-03,14,454062
2024-12-03,14,453905
2024-12-03,14,443442
2024-12-03,14,41989
2024-12-03,14,454521
2024-12-03,14,447800
2024-12-03,14,449599
2024-12-03,14,453776
2024-12-03,15,436244
2024-12-03,15,455544
2024-12-03,15,443541
2024-12-03,15,451086
2024-12-03,15,446106
2024-12-03,15,452774
2024-12-03,15,445570
2024-12-03,15,455701
2024-12-03,15,449265
2024-12-03,15,453844
2024-12-03,15,445267
2024-12-03,15,457
2024-12-03,15,444930
2024-12-03,16,438495
2024-12-03,16,454062
2024-12-03,16,447318
2024-12-03,16,449755
2024-12-03,16,448681
2024-12-03,16,428086
2024-12-03,16,445758
2024-12-03,16,448248
2024-12-03,16,347139
2024-12-03,16,451591
2024-12-03,16,34791
2024-12-03,16,37880
2024-12-03,16,455077
2024-12-03,16,438484
2024-12-03,16,457
2024-12-03,16,442437
2024-12-03,16,452691
2024-12-03,16,452438
2024-12-03,16,448126
2024-12-03,16,452518
2024-12-03,16,449544
2024-12-03,16,450992
2024-12-03,16,455701
2024-12-03,16,449265
2024-12-03,16,445658
2024-12-03,16,448839
2024-12-03,16,833
2024-12-03,16,453289
2024-12-03,16,452096
2024-12-03,16,450363
2024-12-03,16,449736
2024-12-03,16,451086
2024-12-03,16,441943
2024-12-03,16,451517
2024-12-03,16,444382
2024-12-03,16,448764
2024-12-03,16,454941
2024-12-03,16,452990
2024-12-03,16,447172
2024-12-03,16,452620
2024-12-03,17,1519
2024-12-03,17,453514
2024-12-03,17,456126
2024-12-03,17,447318
2024-12-03,17,442437
2024-12-03,17,443811
2024-12-03,17,377
2024-12-03,17,457
2024-12-03,16,451872
2024-12-03,16,444930
2024-12-03,16,455274
2024-12-03,16,185347
2024-12-03,16,455865
2024-12-03,16,446106
2024-12-03,16,456126
2024-12-03,16,452089
2024-12-03,16,452884
2024-12-03,16,452076
2024-12-03,16,447726
2024-12-03,16,31717
2024-12-03,16,169
2024-12-03,16,455218
2024-12-03,16,452136
2024-12-03,16,454546
2024-12-03,16,455540
2024-12-03,16,453514
2024-12-03,16,428047
2024-12-03,16,452406
2024-12-03,16,455760
2024-12-03,16,349187
2024-12-03,16,454537
2024-12-03,16,454837
2024-12-03,16,145411
2024-12-03,16,734
2024-12-03,16,377
2024-12-03,16,443989
2024-12-03,16,436244
2024-12-03,16,34809
2024-12-03,16,452318
2024-12-03,16,455206
2024-12-03,16,8124
2024-12-03,16,643
2024-12-03,16,452007
2024-12-03,16,444429
2024-12-03,16,454178
2024-12-03,16,452205
2024-12-03,16,449984
2024-12-03,16,453771
2024-12-03,16,449329
2024-12-03,16,443253
2024-12-03,16,453462
2024-12-03,16,451161
2024-12-03,16,455415
2024-12-03,16,453849
2024-12-03,16,453373
2024-12-03,17,446711
2024-12-03,17,448681
2024-12-03,17,438405
2024-12-03,17,859
2024-12-03,17,451086
2024-12-03,17,438495
2024-12-03,17,454062
2024-12-03,17,349187
2024-12-03,17,449755
2024-12-03,17,450992
2024-12-03,17,451591
2024-12-03,17,449736
2024-12-03,17,445084
2024-12-03,17,31736
2024-12-03,17,444930
2024-12-03,17,449544
2024-12-03,17,455218
2024-12-03,17,449329
2024-12-03,18,347139
2024-12-03,18,445758
2024-12-03,18,451086
2024-12-03,18,448681
2024-12-03,18,444930
2024-12-03,18,443541
2024-12-03,18,449736
2024-12-03,18,452096
2024-12-03,18,446711
2024-12-03,18,453746
2024-12-03,17,451872
2024-12-03,17,446106
2024-12-03,17,428047
2024-12-03,17,451395
2024-12-03,17,734
2024-12-03,17,451161
2024-12-03,17,449462
2024-12-03,17,444382
2024-12-03,17,452160
2024-12-03,17,427030
2024-12-03,17,447765
2024-12-03,17,451517
2024-12-03,17,445179
2024-12-03,17,444721
2024-12-03,17,454178
2024-12-03,17,452096
2024-12-03,17,447172
2024-12-03,17,455674
2024-12-03,17,452865
2024-12-03,17,448877
2024-12-03,17,452691
2024-12-03,17,453353
2024-12-03,17,448764
2024-12-03,17,468
2024-12-03,17,453462
2024-12-03,17,8124
2024-12-03,17,454873
2024-12-03,17,452305
2024-12-03,17,452438
2024-12-03,17,445758
2024-12-03,17,455287
2024-12-03,17,452205
2024-12-03,17,441463
2024-12-03,17,31717
2024-12-03,17,185347
2024-12-03,17,37880
2024-12-03,17,455701
2024-12-03,17,453849
2024-12-03,17,452632
2024-12-03,17,449984
2024-12-03,17,454786
2024-12-03,17,444429
2024-12-03,17,455077
2024-12-03,17,454734
2024-12-03,17,452089
2024-12-03,17,454853
2024-12-03,17,443664
2024-12-03,17,454941
2024-12-03,17,449191
2024-12-03,17,447214
2024-12-03,17,447460
2024-12-03,17,450897
2024-12-03,18,444721
2024-12-03,18,438484
2024-12-03,18,446106
2024-12-03,18,453844
2024-12-03,18,428047
2024-12-03,19,451591
2024-12-03,19,452007
2024-12-03,19,444382
2024-12-03,19,455287
2024-12-03,19,450897
2024-12-03,19,447318
2024-12-03,19,442739
2024-12-03,19,8124
2024-12-03,19,441463
2024-12-03,19,454981
2024-12-03,19,452865
2024-12-03,19,457
2024-12-03,19,442926
2024-12-03,19,446106
2024-12-03,19,304
2024-12-03,19,438484
2024-12-03,19,455218
2024-12-03,19,448681
2024-12-03,19,454941
2024-12-03,19,447765
2024-12-03,19,37880
2024-12-03,19,454062
2024-12-03,19,453514
2024-12-03,19,450309
2024-12-03,19,455129
2024-12-03,19,443664
2024-12-03,19,455520
2024-12-03,19,1127
2024-12-03,19,452076
2024-12-03,19,442437
2024-12-03,19,449755
2024-12-03,18,438495
2024-12-04,0,454189
2024-12-04,0,450617
2024-12-04,0,453793
2024-12-04,0,438295
2024-12-04,0,436268
2024-12-04,0,448001
2024-12-04,0,453063
2024-12-04,0,455171
2024-12-04,0,427070
2024-12-04,0,443253
2024-12-04,0,1127
2024-12-04,0,430193
2024-12-04,0,451089
2024-12-04,2,444895
2024-12-04,3,448406
2024-12-04,3,448658
2024-12-04,3,455577
2024-12-04,4,455725
2024-12-04,4,452547
2024-12-04,5,452292
2024-12-04,5,453665
2024-12-04,5,445451
2024-12-04,0,444895
2024-12-04,0,453993
2024-12-04,0,448670
2024-12-04,1,452279
2024-12-04,1,453665
2024-12-04,1,442892
2024-12-04,1,455725
2024-12-04,1,443613
2024-12-04,1,455577
2024-12-04,1,450891
2024-12-04,1,438488
2024-12-04,1,449851
2024-12-04,1,445408
2024-12-04,1,451863
2024-12-04,2,447217
2024-12-04,2,451567
2024-12-04,2,453665
2024-12-04,2,454099
2024-12-04,0,452547
2024-12-04,0,453647
2024-12-04,0,443354
2024-12-04,0,448271
2024-12-04,0,445857
2024-12-04,0,445906
2024-12-04,0,451863
2024-12-04,0,455577
2024-12-04,0,454402
2024-12-04,0,446671
2024-12-04,0,445786
2024-12-04,0,453068
2024-12-04,0,444934
2024-12-04,0,454079
2024-12-04,0,431145
2024-12-04,0,452126
2024-12-04,0,452929
2024-12-04,0,455031
2024-12-04,0,453918
2024-12-04,0,447251
2024-12-04,0,451007
2024-12-04,0,452452
2024-12-04,0,454648
2024-12-04,0,455725
2024-12-04,0,454198
2024-12-04,0,454779
2024-12-04,0,31770
2024-12-04,0,441382
2024-12-04,0,450485
2024-12-04,3,439344
2024-12-04,3,436247
2024-12-04,3,29738
2024-12-04,3,453546
2024-12-04,4,450826
2024-12-04,4,439344
2024-12-04,4,430204
2024-12-04,4,446782
2024-12-04,5,439344
2024-12-04,5,443534
2024-12-04,5,452517
2024-12-04,5,29738
2024-12-04,5,451742
2024-12-04,5,437286
2024-12-04,0,453639
2024-12-04,0,454787
2024-12-04,0,453260
2024-12-04,0,451116
2024-12-04,0,437286
2024-12-04,1,453546
2024-12-04,1,442886
2024-12-04,1,453160
2024-12-04,1,450968
2024-12-04,1,452781
2024-12-04,1,435212
2024-12-04,1,1206
2024-12-04,1,447008
2024-12-04,1,442906
2024-12-04,1,451116
2024-12-04,1,447209
2024-12-04,1,454389
2024-12-04,1,450723
2024-12-04,2,446256
2024-12-04,2,453160
2024-12-04,2,453546
2024-12-04,2,445408
2024-12-04,2,439344
2024-12-04,2,446545
2024-12-04,2,442892
2024-12-04,2,454389
2024-12-04,0,446782
2024-12-04,0,454389
2024-12-04,0,450723
2024-12-04,0,454954
2024-12-04,0,451596
2024-12-04,0,446615
2024-12-04,0,446888
2024-12-04,0,450774
2024-12-04,0,443145
2024-12-04,0,451473
2024-12-04,0,449361
2024-12-04,0,447209
2024-12-04,0,442337
2024-12-04,0,443040
2024-12-04,0,453545
2024-12-04,0,27661
2024-12-04,0,452781
2024-12-04,0,447857
2024-12-04,0,452227
2024-12-04,0,453160
2024-12-04,0,451760
2024-12-04,0,452797
2024-12-04,0,452186
2024-12-04,0,442892
2024-12-04,2,454062
2024-12-04,3,446711
2024-12-04,3,448681
2024-12-04,3,442437
2024-12-04,3,449329
2024-12-04,3,453349
2024-12-04,4,452089
2024-12-04,4,347139
2024-12-04,4,454062
2024-12-04,4,454941
2024-12-04,4,454837
2024-12-04,5,448681
2024-12-04,5,347139
2024-12-04,5,449329
2024-12-04,5,454941
2024-12-04,5,734
2024-12-04,5,443541
2024-12-04,5,32746
2024-12-04,5,349187
2024-12-04,0,448681
2024-12-04,0,449329
2024-12-04,1,442437
2024-12-04,1,454062
2024-12-04,1,449755
2024-12-04,1,456126
2024-12-04,1,451591
2024-12-04,1,451086
2024-12-04,1,446711
2024-12-04,1,452793
2024-12-04,1,347139
2024-12-04,1,447172
2024-12-04,1,449544
2024-12-04,1,31736
2024-12-04,1,446106
2024-12-04,1,377
2024-12-04,1,455077
2024-12-04,1,448577
2024-12-04,1,454941
2024-12-04,1,449462
2024-12-04,1,449329
2024-12-04,2,446711
2024-12-04,2,452793
2024-12-04,2,445672
2024-12-04,2,455287
2024-12-04,2,347139
2024-12-04,2,449329
2024-12-04,2,454941
2024-12-04,2,445267
2024-12-04,2,451591
2024-12-04,0,377
2024-12-04,0,447481
2024-12-04,0,347139
2024-12-04,0,446711
2024-12-04,0,450897
2024-12-04,0,451161
2024-12-04,0,447318
2024-12-04,0,451591
2024-12-04,0,449755
2024-12-04,0,451872
2024-12-04,0,450669
2024-12-04,0,454062
2024-12-04,0,449462
2024-12-04,0,643
2024-12-04,0,451395
2024-12-04,0,456126
2024-12-04,0,442437
2024-12-04,0,455287
2024-12-04,0,447765
2024-12-04,0,447172
2024-12-04,0,455674
2024-12-04,0,452096
2024-12-04,0,452793
2024-12-04,0,438495
2024-12-04,0,455077
2024-12-04,0,449265
2024-12-04,0,452691
2024-12-04,3,438514
2024-12-04,3,447226
2024-12-04,4,443512
2024-12-04,4,451480
2024-12-04,5,442544
2024-12-04,5,445778
2024-12-04,5,447226
2024-12-04,5,451430
2024-12-04,1,277507
2024-12-04,1,451703
2024-12-04,1,447063
2024-12-04,1,32746
2024-12-04,1,455187
2024-12-04,1,445877
2024-12-04,1,436239
2024-12-04,1,445856
2024-12-04,2,451658
2024-12-04,2,443764
2024-12-04,2,523
2024-12-04,2,277507
2024-12-04,2,450236
2024-12-04,2,453163
2024-12-04,2,454453
2024-12-04,2,455422
2024-12-04,2,442319
2024-12-04,0,438514
2024-12-04,0,277507
2024-12-04,0,444579
2024-12-04,0,447063
2024-12-04,0,451661
2024-12-04,0,451671
2024-12-04,0,449344
2024-12-04,0,454453
2024-12-04,0,437303
2024-12-04,0,32746
2024-12-04,0,451676
2024-12-04,0,445794
2024-12-04,0,447325
2024-12-04,0,446926
2024-12-04,0,450942
2024-12-04,0,442331
2024-12-04,0,455422
2024-12-04,0,455566
2024-12-04,3,445606
2024-12-04,4,444852
2024-12-04,4,442475
2024-12-04,4,453124
2024-12-04,4,444642
2024-12-04,5,428040
2024-12-04,5,344068
2024-12-04,5,453512
2024-12-04,5,444852
2024-12-04,0,31810
2024-12-04,0,455219
2024-12-04,0,344068
2024-12-04,1,453901
2024-12-04,1,451654
2024-12-04,1,438360
2024-12-04,1,454723
2024-12-04,1,453918
2024-12-04,1,455219
2024-12-04,1,433162
2024-12-04,1,427107
2024-12-04,1,447384
2024-12-04,1,450449
2024-12-04,1,39922
2024-12-04,1,453341
2024-12-04,1,454456
2024-12-04,1,450092
2024-12-04,1,451068
2024-12-04,1,451393
2024-12-04,1,450589
2024-12-04,2,427107
2024-12-04,2,452067
2024-12-04,2,443601
2024-12-04,2,453151
2024-12-04,2,444852
2024-12-04,2,454273
2024-12-04,2,454723
2024-12-04,2,346115
2024-12-04,2,344068
2024-12-04,2,123907
2024-12-04,0,451393
2024-12-04,0,442475
2024-12-04,0,444776
2024-12-04,0,441359
2024-12-04,0,444852
2024-12-04,0,450092
2024-12-04,0,443218
2024-12-04,0,454092
2024-12-04,0,436290
2024-12-04,0,448780
2024-12-04,0,441727
2024-12-04,0,445606
2024-12-04,0,447411
2024-12-04,0,446483
2024-12-04,0,451136
2024-12-04,0,427107
2024-12-04,0,454089
2024-12-04,0,439330
2024-12-04,0,450105
2024-12-03,22,449026
2024-12-03,22,455274
2024-12-03,22,445849
2024-12-03,22,453253
2024-12-03,22,453856
2024-12-03,23,443770
2024-12-03,23,453531
2024-12-03,23,443328
2024-12-03,23,453856
2024-12-03,23,453945
2024-12-03,23,454313
2024-12-03,23,449071
2024-12-03,23,450723
2024-12-03,23,455037
2024-12-03,23,444007
2024-12-03,23,29726
2024-12-03,23,449446
2024-12-03,23,444051
2024-12-03,23,442539
2024-12-03,23,449679
2024-12-03,23,450425
2024-12-03,23,449026
2024-12-03,23,451885
2024-12-03,23,451434
2024-12-03,23,454379
2024-12-03,7,436268
2024-12-03,7,454972
2024-12-03,7,452007
2024-12-03,7,444802
2024-12-03,7,451959
2024-12-03,7,455224
2024-12-03,7,449449
2024-12-03,7,452824
2024-12-03,7,448670
2024-12-03,6,452519
2024-12-03,6,455561
2024-12-03,6,451089
2024-12-03,7,455238
2024-12-03,7,452239
2024-12-03,7,448929
2024-12-03,0,448929
2024-12-03,0,31794
2024-12-03,1,448929
2024-12-03,1,450985
2024-12-03,2,452824
2024-12-03,3,31794
2024-12-03,3,450479
2024-12-03,3,448929
2024-12-03,4,443253
2024-12-03,5,1127
2024-12-03,5,448929
2024-12-03,5,436268
2024-12-03,5,448237
2024-12-03,5,454206
2024-12-03,5,31794
2024-12-03,5,450925
2024-12-03,6,450925
2024-12-03,6,437266
2024-12-03,6,452824
2024-12-03,6,448929
2024-12-03,6,1127
2024-12-03,6,452453
2024-12-03,6,450985
2024-12-03,6,441943
2024-12-03,6,452404
2024-12-03,0,446545
2024-12-03,8,444802
2024-12-03,8,436268
2024-12-03,8,41989
2024-12-03,8,454585
2024-12-03,8,454972
2024-12-03,8,427070
2024-12-03,8,452824
2024-12-03,8,450985
2024-12-03,7,453704
2024-12-03,7,451089
2024-12-03,7,1127
2024-12-03,7,450617
2024-12-03,7,433162
2024-12-03,7,433169
2024-12-03,7,41989
2024-12-03,7,455582
2024-12-03,7,443716
2024-12-03,7,31794
2024-12-03,7,455884
2024-12-03,7,443957
2024-12-03,7,441943
2024-12-03,7,447355
2024-12-03,7,166917
2024-12-03,7,443707
2024-12-03,7,452453
2024-12-03,7,451899
2024-12-03,8,45063
2024-12-03,8,451085
2024-12-03,8,446399
2024-12-03,8,452528
2024-12-03,8,452519
2024-12-03,8,449449
2024-12-03,8,443957
2024-12-03,8,451452
2024-12-03,8,433169
2024-12-03,8,1127
2024-12-03,8,447355
2024-12-03,8,454805
2024-12-03,8,443253
2024-12-03,8,668
2024-12-03,8,447191
2024-12-03,8,451089
2024-12-03,8,453726
2024-12-03,8,448929
2024-12-03,8,1100
2024-12-03,8,438481
2024-12-03,8,443251
2024-12-03,8,455496
2024-12-03,8,453704
2024-12-03,9,758
2024-12-03,9,454972
2024-12-03,9,452226
2024-12-03,9,451089
2024-12-03,9,427070
2024-12-03,9,452824
2024-12-03,9,1127
2024-12-03,9,443957
2024-12-03,8,442294
2024-12-03,8,455103
2024-12-03,8,447726
2024-12-03,8,442558
2024-12-03,8,437266
2024-12-03,8,455168
2024-12-03,8,437262
2024-12-03,8,453694
2024-12-03,8,441943
2024-12-03,8,451859
2024-12-03,8,451680
2024-12-03,8,31794
2024-12-03,8,447057
2024-12-03,9,433169
2024-12-03,9,8153
2024-12-03,9,92
2024-12-03,9,453704
2024-12-03,9,450617
2024-12-03,9,455168
2024-12-03,9,1053
2024-12-03,9,455884
2024-12-03,9,445561
2024-12-03,9,452871
2024-12-03,9,452528
2024-12-03,9,447057
2024-12-03,9,452239
2024-12-03,9,452519
2024-12-03,9,452094
2024-12-03,9,449826
2024-12-03,9,437259
2024-12-03,9,449449
2024-12-03,9,453726
2024-12-03,9,450925
2024-12-03,9,455224
2024-12-03,9,451452
2024-12-03,9,442692
2024-12-03,9,45063
2024-12-03,9,444630
2024-12-03,9,453063
2024-12-03,9,437262
2024-12-03,9,443253
2024-12-03,9,451816
2024-12-03,9,443707
2024-12-03,9,225284
2024-12-03,9,448546
2024-12-04,3,447040
2024-12-04,3,447008
2024-12-04,3,451206
2024-12-04,4,454883
2024-12-04,4,442755
2024-12-04,4,450243
2024-12-04,4,455706
2024-12-04,5,443771
2024-12-04,5,453267
2024-12-04,5,450312
2024-12-04,5,454578
2024-12-04,0,451369
2024-12-04,0,449599
2024-12-04,0,45063
2024-12-04,1,454883
2024-12-04,1,454266
2024-12-04,1,442028
2024-12-04,1,447216
2024-12-04,1,443495
2024-12-04,1,451369
2024-12-04,1,284677
2024-12-04,1,446793
2024-12-04,1,451392
2024-12-04,1,450099
2024-12-04,1,454518
2024-12-04,1,448359
2024-12-04,1,449599
2024-12-04,1,447040
2024-12-04,1,161795
2024-12-04,1,447481
2024-12-04,1,451411
2024-12-04,2,447008
2024-12-04,2,447481
2024-12-04,2,450723
2024-12-04,2,441965
2024-12-04,2,451071
2024-12-04,2,451136
2024-12-04,0,454578
2024-12-04,0,443771
2024-12-04,0,450960
2024-12-04,0,11194
2024-12-04,0,447040
2024-12-04,0,451149
2024-12-04,0,442248
2024-12-04,0,452453
2024-12-04,0,447216
2024-12-04,0,445935
2024-12-04,0,442755
2024-12-04,0,453570
2024-12-04,0,451675
2024-12-04,0,444147
2024-12-04,0,454518
2024-12-04,0,441753
2024-12-04,0,452703
2024-12-04,0,449031
2024-12-04,0,29738
2024-12-04,0,451411
2024-12-04,0,453294
2024-12-04,0,452007
2024-12-04,0,454883
2024-12-04,0,454177
